user_input,reference_contexts,reference,persona_name,query_style,query_length,synthesizer_name
qué es certificado de liquidación en Banco Estado y cómo lo pido,"['Qué es el certificado de liquidación\n\nRespuesta\n\nDocumento que contiene el detalle de los productos y servicios que mantienes con una determinada Institución financiera (condiciones, deudas, garantías, entre otros).\n\nLo puedes solicitar directamente a tu Institución financiera a través de la página web o de forma presencial. En un proceso de portabilidad, el banco al cual ingresas una solicitud de portabilidad lo solicitará directamente a tu banco de origen.\n\nQué es el certificado de liquidación\n\nFuente: https://www.bancoestado.cl/content/bancoestado-public/cl/es/home/home/productos-/portate-a-banco-estado.html#/']","El certificado de liquidación es el documento que contiene el detalle de los productos y servicios que mantienes con una institución financiera, incluyendo condiciones, deudas y garantías. Puedes solicitarlo directamente a tu institución financiera a través de la página web o de forma presencial; en un proceso de portabilidad, el banco al que ingresas la solicitud lo solicitará al banco de origen.",Estudiante Curioso,WEB_SEARCH_LIKE,SHORT,single_hop_specific_query_synthesizer
Que es la portabilidad financiera de BancoEstado?,"['Que es la Portabilidad Financiera\n\nRespuesta\n\nLa Portabilidad es un proyecto de ley que busca facilitar el proceso de cambio de una institución financiera a otra, que ofrezca mejores condiciones para las Personas, Microempresas y Pequeñas Empresas.\n\nLa Portabilidad Financiera facilita a las personas, micro y pequeñas empresas para que puedan cambiarse de una institución financiera a otra que les ofrezca mejores condiciones, disminuyendo los tiempos y costos involucrados en este proceso. Adicionalmente asigna a las Instituciones financieras involucradas la responsabilidad de generar los certificados de liquidación con el detalle de deudas, la ejecución de los pagos y cierre de los productos en tu banco de origen.\n\nQue es la Portabilidad Financiera\n\nFuente: https://www.bancoestado.cl/content/bancoestado-public/cl/es/home/home/productos-/portate-a-banco-estado.html#/']","La Portabilidad Financiera es un proyecto de ley que busca facilitar el proceso de cambio de una institución financiera a otra, ofreciendo mejores condiciones para personas, microempresas y pequeñas empresas, reduciendo los tiempos y costos involucrados. Además, asigna a las instituciones financieras la responsabilidad de generar certificados de liquidación con el detalle de deudas, ejecutar los pagos y cerrar los productos en el banco de origen.",Pequeña Inversionista,POOR_GRAMMAR,SHORT,single_hop_specific_query_synthesizer
que papeles tengo que entregar al BancoEstado para acreditar ingresos si soy independiente,"['Acreditación de ingresos Refinanciamiento Hipotecario\n\nRespuesta\n\nSi eres trabajador Dependiente:\n\nCertificado que indique antigüedad, renta mensual y tipo de contrato que posees (debe ser contrato indefinido). El documento debe estar firmado y timbrado por el empleador.\n\nSi tienes renta fija, 3 últimas Liquidaciones de Sueldo.\n\nSi tienes renta variable, 6 últimas Liquidaciones de Sueldo.\n\nCertificado de cotizaciones previsionales de los últimos 12 meses emitido por la AFP o fotocopias de las planillas del INP, cuando corresponda.\n\nSi eres trabajador Independiente:\n\nFormulario de Iniciación de Actividades.\n\nBoletas de Honorarios correspondientes a los últimos 6 meses.\n\nÚltimas 2 Declaraciones de Impuestos Anual a la Renta o Global Complementario.\n\nSi eres Jubilado o Pensionado:\n\nÚltima Liquidación de Jubilación o Pensión.\n\nSi eres Rentista:\n\nContrato de arriendo de bienes raíces suscrito a tu nombre, debidamente notariado con antigüedad mínima de 1 año o con un anexo de contrato notariado, que acredite la vigencia del arriendo (en caso de estar suscrito por un tercero, debe indicar que se arrienda en representación de su dueño).\n\nCertificado de Dominio Vigente de las propiedades sujetas a contrato de arriendo o usufructo debidamente acreditado (si la propiedad arrendada se encuentra en garantía a favor de BancoEstado, se podrá validar internamente, sin exigir este certificado).\n\nComprobante de transferencia electrónica o cartola de cuenta bancaria, con el monto del arriendo últimos 6 meses (El pago del arriendo debe ser mensual).\n\nSi eres Socio de una Empresa o persona natural con o sin giro comercial:\n\nDeclaración de Impuestos Anual a la Renta Personal de los 2 últimos años.\n\nBalances Tributarios y Declaración de Impuesto a la Renta de las sociedades en que ha participado durante los 2 últimos años.\n\nDeclaración Mensual de IVA o PPM de las empresas en que participa, de los últimos 12 meses.\n\nEscritura, Extracto de la Publicación en el Diario Oficial y Vigencia de la Sociedad.\n\nAcreditación de ingresos Refinanciamiento Hipotecario\n\nFuente: https://www.bancoestado.cl/content/bancoestado-public/cl/es/home/home/productos-/creditos/creditos-hipotecarios/refinanciamiento-vivienda---mutuo-hipotecario-recursos-propios.html#accordion-f46ef4a7b6-item-10b9a29544']","Para un trabajador independiente el BancoEstado solicita: Formulario de Iniciación de Actividades, Boletas de Honorarios de los últimos seis meses y las dos últimas Declaraciones de Impuestos Anual a la Renta o Global Complementario.",Estudiante Curioso,POOR_GRAMMAR,MEDIUM,single_hop_specific_query_synthesizer
como funciona el refinanciamiento hipotecario cual es el monto minimo en UF que tengo que pedir y cuántos años puedo elegir para pagar el crédito en UF,"['Beneficio del Refinanciamiento Hipotecario\n\nRespuesta\n\nObtén las mejores condiciones de financiamiento con Tasa Fija durante todo el período del Crédito. Puedes refinanciar tu Crédito Hipotecario, con un monto mínimo a solicitar de UF 350.\n\nOpción de no pagar 1 o 2 dividendos\n\nno consecutivos anuales, definidos al solicitar el Crédito.\n\nElige 1 a 6 meses de período de gracia para el pago\n\nPuedes elegir los meses de gracia (a excepción de Mutuo Tasa Mixta)\n\nElige en cuántos años pagar tu Crédito\n\n8, 12, 15 20, 25 ó 30 años en caso de Créditos en UF\n\nBeneficio del Refinanciamiento Hipotecario\n\nFuente: https://www.bancoestado.cl/content/bancoestado-public/cl/es/home/home/productos-/creditos/creditos-hipotecarios/refinanciamiento-vivienda---mutuo-hipotecario-recursos-propios.html#accordion-f46ef4a7b6-item-10b9a29544']","El monto mínimo que se puede solicitar al refinanciar un crédito hipotecario es de UF 350. Para los créditos en UF se pueden elegir plazos de pago de 8, 12, 15, 20, 25 o 30 años.",Estudiante Curioso,POOR_GRAMMAR,LONG,single_hop_specific_query_synthesizer
¿Qué es un crédito de Fines Generales y en qué situaciones se puede solicitar?,"['Cuándo solicitar un Refinanciamiento Hipotecario\n\nRespuesta\n\nSi quieres mejorar las condiciones de tu actual Crédito Hipotecario de Vivienda o Fines Generales, ya sea para optar a una mejor tasa, modificar el plazo, disminuir el monto del dividendo o portar tu crédito hipotecario desde otras instituciones financieras.\n\nCuándo solicitar un Refinanciamiento Hipotecario\n\nFuente: https://www.bancoestado.cl/content/bancoestado-public/cl/es/home/home/productos-/creditos/creditos-hipotecarios/refinanciamiento-vivienda---mutuo-hipotecario-recursos-propios.html#accordion-f46ef4a7b6-item-10b9a29544']","Un crédito de Fines Generales es una modalidad que permite mejorar las condiciones de tu crédito hipotecario actual, ya sea de vivienda o de Fines Generales. Puedes solicitarlo cuando deseas obtener una tasa más favorable, modificar el plazo del crédito, disminuir el monto del dividendo o transferir tu crédito hipotecario desde otra institución financiera.",Estudiante Curioso,PERFECT_GRAMMAR,MEDIUM,single_hop_specific_query_synthesizer
¿Cuál es el costo de la inscripción en el Conservador de Bienes Raíces al obtener un crédito hipotecario?,"['Gastos Operacionales Refinanciamiento Hipotecario\n\nRespuesta\n\nCorresponden a los gastos estimados asociados a tu crédito hipotecario. Estos gastos debes provisionarlos una vez que tengas tu crédito aprobado para el pago de los siguientes ítems:Tasación, informe que realiza un tasador (ente externo al Banco) que permite conocer el valor comercial de la propiedad y definir el monto que el Banco podrá financiar. El costo de la tasación va a depender de la localidad y del valor de la propiedad.Estudio de Títulos, informe legal de la propiedad que permite asegurar que no exista ninguna situación de ámbito legal que impida su venta o la posterior inscripción de la hipoteca en el Conservador de Bienes Raíces, por ejemplo que la propiedad no esté sujeta a expropiación o que todas las contribuciones están pagadas, que los cambios de dueños anteriores estén en regla, etc. Con el estudio de títulos aprobado se confecciona la Escritura de compraventa.\n\nConfección de la Escritura, documento que confecciona el área legal del Banco, en él se pactan las condiciones de compraventa de la propiedad y se especifican las condiciones del crédito hipotecario.Gastos notariales: corresponden al pago de impuestos y honorarios, pago se realiza en la Notaría al momento de la firma de la escritura y pueden variar según el valor de la vivienda y la localidad en dónde se encuentre la notaria.Inscripción en el Conservador de Bienes Raíces: Una vez firmada la Escritura por todas las partes involucradas, se ingresa al Conservador de Bienes Raíces, en donde se inscribe la propiedad a nombre del nuevo comprador, acreditando su dominio sobre ella y la hipoteca a favor de BancoEstado. El costo asociado a esta inscripción corresponde a un porcentaje sobre el valor de la vivienda.\n\nGastos Operacionales Refinanciamiento Hipotecario\n\nFuente: https://www.bancoestado.cl/content/bancoestado-public/cl/es/home/home/productos-/creditos/creditos-hipotecarios/refinanciamiento-vivienda---mutuo-hipotecario-recursos-propios.html#accordion-f46ef4a7b6-item-10b9a29544']",El costo de la inscripción en el Conservador de Bienes Raíces corresponde a un porcentaje sobre el valor de la vivienda.,Pequeña Inversionista,WEB_SEARCH_LIKE,SHORT,single_hop_specific_query_synthesizer
qué antecedentes pide BancoEstado para crédito hipotecario,['¿Qué antecedentes necesito presentar al Banco para realizar la evaluación de mi Crédito Hipotecario?\n\nRespuesta\n\nDebes cumplir con los requisitos solicitados y presentar los antecedentes legales requeridos:\n\n¿Qué antecedentes necesito presentar al Banco para realizar la evaluación de mi Crédito Hipotecario?\n\nFuente: https://www.bancoestado.cl/content/bancoestado-public/cl/es/home/home/productos-/creditos/creditos-hipotecarios.html#/'],Debes cumplir con los requisitos solicitados y presentar los antecedentes legales requeridos.,Estudiante Curioso,WEB_SEARCH_LIKE,SHORT,single_hop_specific_query_synthesizer
Cómo funciona un crédito hipotecario en BancoEstado y cuál es el porcentaje máximo que puedo pedir para comprar una vivienda,"['¿Cuánto dinero puedo pedir prestado para adquirir una vivienda?\n\nRespuesta\n\nPodrás acceder hasta el 90% del menor valor entre la tasación y el precio de venta de la propiedad, considerando que el dividendo no debe superar el 25% de tu renta líquida o Ingreso familiar en caso de complementar renta. Estas condiciones estarán sujetas a la evaluación comercial y las políticas de riesgo vigentes de BancoEstado.\n\n¿Cuánto dinero puedo pedir prestado para adquirir una vivienda?\n\nFuente: https://www.bancoestado.cl/content/bancoestado-public/cl/es/home/home/productos-/creditos/creditos-hipotecarios.html#/']","Podrás acceder hasta el 90 % del menor valor entre la tasación y el precio de venta de la propiedad, siempre que el dividendo no supere el 25 % de tu renta líquida o ingreso familiar, y siempre bajo la evaluación comercial y las políticas de riesgo vigentes de BancoEstado.",Estudiante Curioso,PERFECT_GRAMMAR,MEDIUM,single_hop_specific_query_synthesizer
¿Cómo obtengo tasa preferrente en BancoEstado?,['¿Cómo puedo obtener una Tasa de Interés Preferente?\n\nRespuesta\n\nPara acceder a una tasa preferencial deberás contratar o tener una Cuenta Corriente o Chequera Electrónica más Línea de Crédito y contratar Pago Automático de los dividendos (PAC). El tipo y cantidad de productos va a depender de la evaluación comercial y política de riesgo del Banco.\n\n¿Cómo puedo obtener una Tasa de Interés Preferente?\n\nFuente: https://www.bancoestado.cl/content/bancoestado-public/cl/es/home/home/productos-/creditos/creditos-hipotecarios.html#/'],Para acceder a una tasa preferente debes contratar o tener una Cuenta Corriente o Chequera Electrónica más Línea de Crédito y contratar Pago Automático de los dividendos (PAC). El tipo y cantidad de productos dependerá de la evaluación comercial y política de riesgo del Banco.,Pequeña Inversionista,MISSPELLED,SHORT,single_hop_specific_query_synthesizer
que es invalidez total y permanente 2/3 y como funciona en un credito hipotecario,"['¿Estoy obligado a contratar Seguro para cualquier Crédito Hipotecario?\n\nRespuesta\n\nPor ley, es obligatorio para los créditos hipotecarios, la contratación de los seguros de Desgravamen e Incendio, sismo y adicionales como salida de mar y otros, con el objeto de proteger los bienes dados en garantía o el pago de la deuda frente a determinados eventos que afecten al deudor.\n\nPara créditos hipotecarios con subsidio, además es obligatorio contratar el seguro de Desempleo o Incapacidad Temporal, sin costo para el cliente.\n\nDe forma opcional se pueden contratar coberturas adicionales de Invalidez Total y Permanente 2/3, Desempleo o Incapacidad Temporal y seguros que amparen los contenidos. Puedes contratar la póliza colectiva a través del Banco o una póliza particular, siempre y cuando cumpla con los requisitos de cobertura exigidos por la CMF.\n\n¿Estoy obligado a contratar Seguro para cualquier Crédito Hipotecario?\n\nFuente: https://www.bancoestado.cl/content/bancoestado-public/cl/es/home/home/productos-/creditos/creditos-hipotecarios.html#/']","La cobertura de Invalidez Total y Permanente 2/3 es una de las coberturas opcionales que se pueden contratar para un crédito hipotecario. Sirve para proteger al deudor en caso de invalidez total y permanente, cubriendo dos tercios del riesgo. Puede contratarse como póliza colectiva a través del Banco o como póliza particular, siempre que cumpla los requisitos de cobertura exigidos por la CMF.",Estudiante Curioso,MISSPELLED,MEDIUM,single_hop_specific_query_synthesizer
¿Cómo funcionan los créditos hipotecarios en Chile y cuáles son sus principales características?,"['Principales características de nuestros Créditos Hipotecarios\n\nRespuesta\n\nFinanciamiento hasta 90%\n\nPara la compra de propiedades nuevas o usadas, sujeto a evaluación comercial y de riesgo.\n\nPlazo de 8 hasta 30 años\n\nDependiendo del tipo de producto, plazos de 8, 12, 15, 20, 25 y 30 años.\n\nHasta 6 meses de gracia\n\nPara pagar el primer dividendo.\n\nHasta 2 meses de no pago\n\nDurante el año, a partir del segundo año del crédito.\n\nTasa preferencial\n\nAl tener o contratar plan de cuenta, según renta, y pago automático del dividendo (PAC).\n\nComplementa renta\n\nCon un familiar o no para optar a un mayor financiamiento\n\nPrincipales características de nuestros Créditos Hipotecarios\n\nFuente: https://www.bancoestado.cl/content/bancoestado-public/cl/es/home/home/productos-/creditos/creditos-hipotecarios.html#/']","Los créditos hipotecarios en Chile permiten financiar hasta el 90 % del valor de una propiedad, ya sea nueva o usada, siempre que se cumpla la evaluación comercial y de riesgo. Los plazos pueden ser de 8, 12, 15, 20, 25 o 30 años. Se ofrece hasta 6 meses de gracia para pagar el primer dividendo y, a partir del segundo año, se pueden tener hasta 2 meses sin pago durante el año. La tasa es preferencial cuando el cliente tiene o contrata un plan de cuenta, según su renta, y paga el dividendo de forma automática (PAC). Además, es posible complementar la renta con la de un familiar para acceder a un mayor financiamiento.",Estudiante Curioso,PERFECT_GRAMMAR,LONG,single_hop_specific_query_synthesizer
como funciona un credito hipotecario en BancoEstado,"['Requisitos para obtener un crédito hipotecario\n\nRespuesta\n\nRequisitos para obtener un crédito hipotecario:\n\nMayor de 18 años.\n\nNacionalidad chilena o extranjera con permanencia definitiva.\n\nAntecedentes comerciales de acuerdo con la Política Crediticia del Banco.\n\nAcreditar domicilio.\n\nAcreditar cuota contado (pie) requerida para optar al financiamiento hipotecario.\n\nSi eres trabajadores dependientes debes acreditar una antigüedad laboral de a lo menos 1 año.\n\nSi eres trabajador Independiente con título profesional, debes tener a lo menos 1 año desde la Iniciación de Actividades y, con título técnico, comisionista u otra prestación de servicios, debes tener a lo menos 2 años desde la Iniciación de Actividades.\n\nSi eres Socio de Empresa debes tener a lo menos 2 años de antigüedad.\n\nRequisitos para obtener un crédito hipotecario\n\nFuente: https://www.bancoestado.cl/content/bancoestado-public/cl/es/home/home/productos-/creditos/creditos-hipotecarios.html#/']","Para obtener un crédito hipotecario en BancoEstado se requiere ser mayor de 18 años, tener nacionalidad chilena o residencia definitiva, contar con antecedentes comerciales según la política crediticia del banco, acreditar domicilio y el pie requerido, y cumplir con la antigüedad laboral correspondiente: al menos 1 año si eres trabajador dependiente; al menos 1 año desde la iniciación de actividades si eres independiente con título profesional; al menos 2 años desde la iniciación de actividades si eres independiente con título técnico, comisionista u otra prestación de servicios; y al menos 2 años de antigüedad si eres socio de empresa.",Estudiante Curioso,MISSPELLED,SHORT,single_hop_specific_query_synthesizer
¿Cómo afeta la Politca Crediticia del Banco al complemento de renta para obtener mayor financiamiento?,"['Complemento de renta para un crédito hipotecario\n\nRespuesta\n\nLa complementación de renta permite optar a un mayor financiamiento:\n\nPuede ser un familiar o no.\n\nPuede ser un segundo titular o un fiador y codeudor solidario.\n\nDebe acreditar ingresos al igual que el titular principal.\n\nDebe acreditar antecedentes comerciales de acuerdo con la Política Crediticia del Banco.\n\nSi se complementa renta, el tercero es también responsable del pago como fiador y codeudor, o como segundo titular. En el caso de un crédito para compraventa, el tercero podrá ser comprador o sólo fiador y codeudor solidario, según lo requiera el Cliente y la persona que complementa renta con este.\n\nComplemento de renta para un crédito hipotecario\n\nFuente: https://www.bancoestado.cl/content/bancoestado-public/cl/es/home/home/productos-/creditos/creditos-hipotecarios.html#/']","La Política Crediticia del Banco exige que quien complementa la renta acredite ingresos al igual que el titular principal y presente antecedentes comerciales. Ese tercero, ya sea como fiador, codeudor solidario o segundo titular, también asume la responsabilidad del pago, lo que permite al cliente optar a un mayor financiamiento.",Pequeña Inversionista,MISSPELLED,MEDIUM,single_hop_specific_query_synthesizer
